City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,remire-montjoly,4.9167,-52.2667,26.02,89,75,1.54,GF,1681847064
361,nova vicosa,-17.8919,-39.3719,27.27,79,50,5.76,BR,1681847064
362,pekan,3.4836,103.3996,26.06,85,92,0.49,MY,1681847064
363,portel,-1.9356,-50.8211,25.61,93,100,2.31,BR,1681847064
364,las palmas,28.4204,-14.0131,19.44,64,75,6.69,ES,1681847066
365,prince george,53.9166,-122.753,5.9,59,100,0.89,CA,1681846668
366,happy valley-goose bay,53.3168,-60.3315,5.17,60,75,5.66,CA,1681847066
367,salmon arm,50.6998,-119.3024,9.78,86,100,1.03,CA,1681846815
368,ryotsu-minato,38.0833,138.4333,11.11,95,99,1.84,JP,1681847066
369,kavieng,-2.5744,150.7967,27.28,74,57,0.6,PG,1681846941
370,batticaloa,7.7102,81.6924,26.83,78,5,2.75,LK,1681847067
371,kenai,60.5544,-151.2583,0.03,51,0,1.54,US,1681847067
372,fort irwin,35.2627,-116.6848,18.9,18,0,7.72,US,1681847067
373,kirensk,57.7853,108.1119,-5.46,77,100,4.44,RU,1681847067
374,sept-iles,50.2001,-66.3821,1.7,97,100,10.29,CA,1681847067
375,atbasar,51.8,68.3333,0.36,92,64,1.68,KZ,1681847067
376,duba,27.3513,35.6901,27.24,41,0,2.9,SA,1681847068
377,wiecbork,53.3538,17.4906,9.72,63,85,5.65,PL,1681847068
378,kayangel,8.0823,134.7173,28.1,79,63,5.93,PW,1681847068
379,saint-louis,16.3333,-15.0,33.8,23,100,4.06,SN,1681847071
380,rota,36.6224,-6.3586,20.07,34,0,8.23,ES,1681847072
381,luderitz,-26.6481,15.1594,16.51,69,0,2.49,NA,1681846844
382,nanga eboko,4.6833,12.3667,24.99,68,59,1.16,CM,1681847073
383,crane,31.3974,-102.3501,31.59,7,10,8.86,US,1681847073
384,gondar,12.6,37.4667,21.7,27,74,2.14,ET,1681847073
385,viedma,-40.8135,-62.9967,17.55,40,98,9.65,AR,1681846824
386,la passe,45.5549,-0.8967,14.13,85,6,4.26,FR,1681847075
387,belyy yar,53.6039,91.3903,-5.06,86,75,4.0,RU,1681846986
388,kudahuvadhoo,2.6708,72.8944,28.59,70,95,0.1,MV,1681847075
389,nadi,-17.8,177.4167,24.0,94,40,0.0,FJ,1681847075
390,touggourt,33.1053,6.058,24.8,19,5,4.9,DZ,1681847075
391,timbuktu,16.7735,-3.0074,31.96,7,3,4.74,ML,1681847075
392,thinadhoo,0.5333,72.9333,28.45,71,86,0.83,MV,1681847076
393,awjilah,29.1081,21.2869,19.87,34,95,8.09,LY,1681846861
394,konstantinovskiy,57.8301,39.5899,1.84,69,22,1.91,RU,1681847076
395,moyale,3.5167,39.0584,19.39,89,96,1.91,KE,1681847076
396,northam,51.0333,-4.2167,11.45,63,54,6.15,GB,1681847076
397,sitka,57.0531,-135.33,5.94,56,20,2.06,US,1681847076
398,okigwe,5.8352,7.3599,24.32,87,100,5.82,NG,1681847077
399,hasaki,35.7333,140.8333,9.56,84,13,4.67,JP,1681847077
400,upington,-28.4478,21.2561,23.21,27,0,3.6,ZA,1681847077
401,ocean city,39.2776,-74.5746,20.66,23,5,1.79,US,1681847077
402,mount pearl,47.5166,-52.7813,4.98,83,75,5.66,CA,1681847077
403,whangarei,-35.7317,174.3239,19.2,94,98,3.21,NZ,1681847077
404,santa cruz,-17.8,-63.1667,18.48,94,100,2.62,BO,1681847077
405,high river,50.5834,-113.8687,10.94,20,100,3.87,CA,1681847078
406,marquette,46.5333,-87.6335,3.79,71,97,6.26,US,1681846832
407,el alto,-4.2714,-81.2147,29.81,71,91,3.08,PE,1681847078
408,kill devil hills,36.0307,-75.676,25.0,23,0,4.63,US,1681846988
409,likisa,-8.6695,125.6875,18.11,91,39,1.6,TL,1681847078
410,coxim,-18.5067,-54.76,26.91,84,100,3.63,BR,1681847078
411,puerto san jose,13.9256,-90.8244,31.69,53,10,5.72,GT,1681847079
412,nema,57.5067,50.5011,6.61,78,100,2.26,RU,1681847079
413,nadym,65.5333,72.5167,-10.24,89,100,5.12,RU,1681847079
414,myitkyina,25.3833,97.4,23.14,36,0,0.96,MM,1681847079
415,lagos,6.5833,3.75,29.18,82,26,2.83,NG,1681846946
416,mani,4.8172,-72.2886,27.89,71,100,1.63,CO,1681847079
417,mili,6.0815,171.735,27.64,77,100,6.12,MH,1681847079
418,selkirk,50.1436,-96.8845,8.04,35,100,4.62,CA,1681847080
419,kimbe,-5.5502,150.1429,23.64,92,28,1.11,PG,1681847080
420,council bluffs,41.2619,-95.8608,22.45,38,0,7.72,US,1681847077
421,bengkulu,-3.8004,102.2655,24.8,89,100,1.09,ID,1681847080
422,pekanbaru,0.5333,101.45,24.1,98,100,0.91,ID,1681847080
423,newman,37.3138,-121.0208,16.68,31,100,2.24,US,1681847080
424,kerouane,9.2667,-9.0167,27.51,52,99,1.8,GN,1681847080
425,nogliki,51.8333,143.1667,-2.19,82,5,3.49,RU,1681847081
426,alofi,-19.0595,-169.9187,22.94,100,100,1.54,NU,1681847081
427,talara,-4.5772,-81.2719,31.42,62,40,3.09,PE,1681847081
428,saldanha,-33.0117,17.9442,16.03,85,10,5.42,ZA,1681846929
429,dapa,9.7594,126.0531,26.83,79,72,1.61,PH,1681847082
430,flin flon,54.7682,-101.865,-0.09,40,100,3.09,CA,1681847082
431,wotje,9.4543,170.2367,26.3,83,100,8.0,MH,1681847082
432,adrar,20.5022,-10.0711,30.67,21,30,4.11,MR,1681847083
433,holualoa,19.6228,-155.9522,24.91,64,0,4.12,US,1681847083
434,sao jose da coroa grande,-8.8978,-35.1478,27.19,78,97,3.63,BR,1681847083
435,khovd,48.0056,91.6419,-2.6,25,0,3.33,MN,1681847083
436,esbjerg,55.4667,8.45,9.95,55,89,3.09,DK,1681847083
437,sumenep,-7.0167,113.8667,26.18,84,98,3.53,ID,1681847083
438,fushun,41.8558,123.9233,8.84,28,25,2.44,CN,1681847084
439,montmagny,48.9734,2.3469,12.57,78,75,4.12,FR,1681847084
440,tual,-5.6667,132.75,27.97,72,84,2.03,ID,1681847084
441,bamboo flat,11.7,92.7167,27.58,83,94,2.93,IN,1681847084
442,lompoc,34.6391,-120.4579,21.12,68,20,8.94,US,1681847084
443,manismata,-2.4667,111.0333,23.33,97,95,0.39,ID,1681847084
444,hadibu,12.65,54.0333,27.77,73,10,2.98,YE,1681847085
445,klyuchi,52.2667,79.1667,-3.14,96,100,5.01,RU,1681846954
446,taltal,-25.4,-70.4833,20.01,68,11,3.49,CL,1681846820
447,tlahualilo de zaragoza,26.1167,-103.45,30.14,8,48,3.26,MX,1681847085
448,eyl,7.9803,49.8164,27.88,67,5,5.16,SO,1681847085
449,masterton,-40.9597,175.6575,16.05,95,100,1.65,NZ,1681847085
450,kruisfontein,-34.0033,24.7314,16.05,92,0,1.46,ZA,1681847085
451,partenit,44.578,34.3446,13.81,74,76,4.26,UA,1681847086
452,calatagan,13.8833,120.65,26.18,83,7,4.61,PH,1681847086
453,guaxupe,-21.3053,-46.7128,21.8,94,74,3.59,BR,1681847086
454,keflavik,64.0049,-22.5624,9.95,100,100,7.2,IS,1681846831
455,hammerfest,70.6634,23.6821,5.25,81,75,5.14,NO,1681846875
456,jean-rabel,19.8533,-73.1917,27.38,70,55,3.83,HT,1681847087
457,fort st. john,56.2499,-120.8529,8.94,29,75,6.69,CA,1681846889
458,chinde,26.8418,88.0763,20.62,24,31,2.54,NP,1681847087
459,ola,59.5833,151.2833,-5.4,75,79,5.24,RU,1681847087
460,izhmorskiy,56.194,86.6414,-10.58,93,100,6.46,RU,1681847087
461,casino,-28.8667,153.05,15.87,76,100,0.9,AU,1681847087
462,horsham,51.064,-0.3272,10.14,77,0,4.63,GB,1681847088
463,ban pong,13.8163,99.8774,28.07,74,49,1.96,TH,1681847088
464,nemuro,43.3236,145.575,3.2,85,97,1.54,JP,1681847088
465,horta,38.5333,-28.6333,15.01,73,40,6.17,PT,1681847088
466,khuzdar,27.7384,66.6434,17.53,49,27,4.65,PK,1681847088
467,santa terezinha,-29.9002,-50.0904,21.44,59,23,1.9,BR,1681847089
468,el granada,37.5027,-122.4694,17.0,50,0,4.63,US,1681847089
469,kirovskaya,46.9748,40.0402,13.87,70,100,5.53,RU,1681847089
470,chernyshevskiy,63.0128,112.4714,-21.19,100,94,0.87,RU,1681847089
471,yoro,15.1333,-87.1333,31.29,45,40,2.57,HN,1681847089
472,labrador city,52.9463,-66.9114,2.95,87,100,4.63,CA,1681847089
473,daru,-9.0763,143.2092,24.11,92,100,3.61,PG,1681847089
474,el abiodh sidi cheikh,32.893,0.5484,23.42,17,97,1.58,DZ,1681847089
475,mukalla,14.5425,49.1242,27.44,72,0,2.38,YE,1681847090
476,meadow lake,34.8014,-106.5436,23.56,8,53,9.61,US,1681847090
477,inhambane,-23.865,35.3833,22.09,81,59,3.14,MZ,1681847090
478,ain sefra,32.75,-0.5833,24.65,12,6,3.65,DZ,1681847090
479,taro,-8.3862,115.28,22.7,92,50,0.47,ID,1681847090
480,queenstown,-31.8976,26.8753,15.85,39,1,1.48,ZA,1681847088
481,hallein,47.6833,13.1,10.75,87,75,2.57,AT,1681847090
482,argenta,44.6124,11.8356,14.43,86,98,2.48,IT,1681847091
483,amungan,15.3652,119.9582,26.59,80,4,1.24,PH,1681847091
484,santa maria,-29.6842,-53.8069,22.61,35,0,4.63,BR,1681847034
485,sibolga,1.7427,98.7792,24.29,85,100,1.54,ID,1681847091
486,tondon,10.3667,-13.35,27.75,67,100,2.31,GN,1681847091
487,axim,4.8699,-2.2405,27.32,82,100,3.03,GH,1681847091
488,pauini,-7.7136,-66.9764,29.81,66,98,0.91,BR,1681847092
489,qamdo,31.1667,97.2333,0.63,73,10,1.56,CN,1681847093
490,quellon,-43.1167,-73.6167,14.14,88,100,3.09,CL,1681847093
491,kinango,-4.1372,39.3153,22.2,92,94,3.93,KE,1681847094
492,qarqaraly,49.4058,75.4742,-0.9,80,100,7.82,KZ,1681847095
493,coron,11.9986,120.2043,26.58,81,100,2.69,PH,1681847095
494,sur,22.5667,59.5289,26.48,62,100,5.16,OM,1681847096
495,khalkhal,37.6189,48.5258,9.6,62,11,1.04,IR,1681847097
496,yeed,4.55,43.0333,28.54,59,43,4.47,SO,1681847097
497,collingwood,44.4834,-80.2164,4.65,74,100,3.09,CA,1681847097
498,karratha,-20.7377,116.8463,23.73,44,5,4.38,AU,1681847097
499,wotho,10.1657,166.0102,26.26,81,100,8.42,MH,1681847098
500,dobryanka,58.4619,56.4165,1.85,66,1,4.45,RU,1681847098
501,mahina,-17.5065,-149.489,28.87,70,75,0.51,PF,1681847098
502,salalah,17.0151,54.0924,28.05,69,0,2.06,OM,1681846918
503,zouerate,22.7187,-12.4521,27.04,22,0,5.48,MR,1681847098
504,boali,4.8005,18.1275,26.17,64,49,1.52,CF,1681847098
505,carnarvon,-24.8667,113.6333,22.85,36,4,7.14,AU,1681847098
506,ilebo,-4.3167,20.5833,21.98,98,100,1.14,CD,1681847099
507,okhotsk,59.3833,143.3,-7.84,78,3,6.05,RU,1681847099
508,dankov,53.2515,39.1555,10.07,53,100,2.77,RU,1681847099
509,warmbad,-28.45,18.7333,27.21,26,36,3.51,NA,1681847099
510,newnham,-41.3833,147.1333,12.53,93,100,5.66,AU,1681847099
511,al jawf,29.5,38.75,22.47,45,100,5.89,SA,1681847099
512,new norfolk,-42.7826,147.0587,12.16,76,71,1.54,AU,1681846942
513,lihue,21.9789,-159.3672,21.36,94,100,5.66,US,1681846855
514,kidal,18.4411,1.4078,31.42,5,22,3.28,ML,1681847100
515,floro,61.5996,5.0328,11.04,81,0,2.57,NO,1681847100
516,dolores,-36.3132,-57.6792,16.04,41,99,5.73,AR,1681847100
517,liwonde,-15.0506,35.2035,18.87,94,62,0.95,MW,1681847100
518,thunder bay,48.4001,-89.3168,3.99,56,75,7.72,CA,1681846987
519,port hedland,-20.3167,118.5667,18.03,55,0,4.12,AU,1681847100
520,laojunmiao,39.8333,97.7333,4.41,47,100,1.43,CN,1681847101
521,geraldton,-28.7667,114.6,19.23,48,0,9.26,AU,1681847101
522,chake chake,-5.2459,39.7666,24.98,91,100,5.12,TZ,1681846951
523,igarka,67.4667,86.5833,-19.47,99,29,3.16,RU,1681846900
524,xinshi,31.047,113.141,19.3,93,95,2.63,CN,1681847102
525,luanda,-8.8368,13.2343,27.0,89,20,3.6,AO,1681846922
526,island harbour,50.724,-1.2758,9.96,79,92,2.68,GB,1681847002
527,biltine,14.5333,20.9167,33.46,12,1,2.8,TD,1681847102
528,calama,-22.4667,-68.9333,21.27,21,20,9.26,CL,1681847102
529,krasnokamsk,58.0802,55.7541,4.09,72,9,3.74,RU,1681847103
530,pereslavl'-zalesskiy,56.7393,38.8563,6.27,66,40,2.64,RU,1681847103
531,iron river,46.0927,-88.6423,5.86,75,69,5.57,US,1681847105
532,shuangjiang,26.1547,109.7138,18.81,97,14,1.28,CN,1681847105
533,cambara,-23.0464,-50.0736,21.16,95,100,2.27,BR,1681847105
534,peterborough,52.5736,-0.2478,10.55,81,20,6.69,GB,1681847081
535,yerofey pavlovich,53.9667,121.9667,-6.45,84,95,1.33,RU,1681847106
536,ain sukhna,29.6002,32.3167,28.21,21,7,1.59,EG,1681847106
537,timimoun,29.2639,0.231,30.27,8,0,4.4,DZ,1681847106
538,prainha,-1.8,-53.48,25.74,91,92,1.37,BR,1681847106
539,la libertad,-2.2333,-80.9,28.81,84,0,1.54,EC,1681846934
540,yelovo,57.0538,54.9207,5.86,79,100,3.39,RU,1681847107
541,huarmey,-10.0681,-78.1522,27.04,70,92,5.77,PE,1681847107
542,arkhangel'sk,64.5401,40.5433,0.06,100,0,1.0,RU,1681846813
543,magadan,59.5667,150.8,-5.59,74,95,4.62,RU,1681847108
544,cam ranh,11.9214,109.1591,27.98,65,20,3.6,VN,1681847108
545,shiyan,32.6475,110.7781,20.54,85,100,0.19,CN,1681847111
546,kupang,-10.1667,123.5833,26.32,78,55,6.87,ID,1681846878
547,tuensang,26.2833,94.8333,20.21,54,3,2.14,IN,1681847113
548,mermoz boabab,14.7065,-17.4758,22.31,83,0,6.17,SN,1681847113
549,fort mcmurray,56.7268,-111.381,3.77,75,100,4.63,CA,1681847108
550,abalak,58.1286,68.5944,-5.23,65,6,1.96,RU,1681847113
551,zemio,5.0314,25.1361,23.57,76,100,1.36,CF,1681847113
552,tegueste,28.5167,-16.3167,17.59,82,75,12.86,ES,1681847100
553,pitimbu,-7.4706,-34.8086,29.33,76,77,2.88,BR,1681847116
554,samastipur,25.85,85.7833,30.06,16,0,3.73,IN,1681847116
555,nagqu,31.5,92.0,2.42,54,100,2.38,CN,1681847116
556,sabang,5.8933,95.3214,28.11,77,97,1.82,ID,1681846991
557,kuqa,41.7278,82.9364,11.94,17,100,5.16,CN,1681847116
558,brigantine,39.4101,-74.3646,21.22,26,20,7.2,US,1681847117
559,dryden,49.7833,-92.7503,4.16,24,0,3.6,CA,1681847117
560,berdigestyakh,62.0989,126.6992,-10.59,98,97,1.36,RU,1681847117
561,victorica,-36.2151,-65.4359,18.88,30,100,11.52,AR,1681847117
562,westport,41.1415,-73.3579,14.7,44,100,8.75,US,1681847103
563,ketchikan,55.3422,-131.6461,8.26,49,0,4.63,US,1681847118
564,jaisalmer,26.9147,70.9181,27.07,41,100,3.04,IN,1681847118
565,san antonio de pale,-1.4014,5.6325,28.35,79,68,4.75,GQ,1681846847
566,ambodifotatra,-16.9833,49.85,26.72,81,13,6.32,MG,1681847118
567,myshkin,57.7897,38.4545,5.78,74,36,1.91,RU,1681847118
568,shilin,24.8188,103.3324,16.58,40,0,1.26,CN,1681847118
569,orapa,-21.2833,25.3667,21.18,30,0,3.6,BW,1681847119
570,klaksvik,62.2266,-6.589,9.51,90,86,7.06,FO,1681847119
571,nasrullahganj,22.6833,77.2667,31.42,18,15,3.41,IN,1681847119
572,bushehr,28.9684,50.8385,20.05,73,0,2.06,IR,1681847119
573,baiti,13.745,-14.7482,36.38,16,70,1.01,SN,1681847119
574,butte,39.6499,-121.5677,14.01,39,20,3.09,US,1681847120
575,mount isa,-20.7333,139.5,19.87,77,100,6.17,AU,1681847115
576,broome,42.2506,-75.833,8.03,57,100,8.23,US,1681847121
577,agat village,13.3886,144.6585,26.53,85,100,6.17,GU,1681847121
578,guaruja,-23.9931,-46.2564,24.94,26,75,3.09,BR,1681847122
579,kodinsk,58.6881,99.1844,-14.37,98,70,1.58,RU,1681847122
580,tobruk,32.0836,23.9764,16.46,70,100,4.38,LY,1681847004
